"SubjectId";"BusinessTrip";"PartySize";"Age25_44";"Age45_54";"Age55";"Income";"Female";"Undergraduate";"Posgraduate";"AirlineFirstFlight_1";"AirlineFirstFlight_2";"AirlineFirstFlight_3";"AirlineSecondFlight_3";"TripTimeHours_1";"TripTimeHours_2";"TripTimeHours_3";"Legroom12";"Legroom13";"Legroom14";"Legroom22";"Legroom23";"Legroom24";"Legroom32";"Legroom33";"Legroom34";"Fare_1";"Fare_2";"Fare_3";"StopPenaltyHours_2";"StopPenaltyHours_3";"IncomeDummy";"DiffTime1";"DiffTime2";"DiffTime3";"Choice"
2678;1;2;0;1;0;137,5;1;0;0;8;2;4;7;1,01667;3,01667;3,01667;0;0;1;0;0;1;0;0;1;160;175;160;1,5;1,5;0;1,51666666666667;6,51666666666667;0,516666666666667;1
2679;0;2;1;0;0;187,5;1;1;0;6;5;11;4;1,75;3,25;2,75;0;0;0;0;0;0;1;0;0;160;215;200;1;0,5;0;7;2,5;12;1
2681;0;2;1;0;0;60;1;0;1;11;2;2;4;4,96667;5,96667;6,46667;1;0;0;1;0;0;1;0;0;205;160;165;0,5;1;1;7;11,5;11,5;2
2684;0;2;1;0;0;92,5;0;0;0;7;1;2;5;5,3;6,3;7,3;0;0;0;0;0;1;0;0;0;510;465;445;0,5;1,5;1;3,3;0,3;5,3;3
2685;1;1;0;0;1;350;0;0;1;8;5;5;6;2,91667;5,41667;5,41667;0;0;0;0;0;1;0;0;0;275;235;275;2;2;0;8,16666666666667;4,66666666666667;3,66666666666667;1
2686;0;2;1;0;0;112,5;0;1;0;4;6;1;2;1,93333;4,43333;3,43333;0;1;0;0;0;1;0;1;0;135;150;175;2;1;0;1,5;10,5;9;1
2687;1;1;1;0;0;92,5;0;0;1;9;11;4;11;1,93333;4,43333;3,93333;0;0;1;1;0;0;0;0;1;170;190;165;2;1,5;1;2;5;1;1
2689;1;1;1;0;0;112,5;0;1;0;1;4;2;6;4,56667;6,56667;7,06667;1;0;0;0;0;1;0;1;0;485;555;435;1,5;2;0;11;9;7;3
2690;0;2;1;0;0;80;1;0;1;6;1;1;11;1,73333;2,73333;2,73333;0;0;1;1;0;0;0;0;0;380;435;435;0,5;0,5;1;6;4,5;7,5;1
2691;1;1;0;0;0;20;0;0;0;5;6;3;2;1,85;4,35;4,35;0;0;0;0;0;1;0;0;0;230;275;265;2;2;1;13,3666666666667;20,3666666666667;20,3666666666667;1
2692;1;1;1;0;0;137,5;0;1;0;1;7;6;10;4,5;5,5;6;0;0;1;0;0;0;0;1;0;520;665;635;0,5;1;0;5;0,5;2;1
2693;0;1;1;0;0;30;1;0;0;1;11;3;4;5;6;6;0;1;0;0;0;1;0;1;0;205;225;205;0,5;0,5;1;8;4;7;1
2694;0;2;0;0;1;187,5;0;0;1;1;5;1;5;4,08333;6,08333;6,08333;0;0;0;0;0;0;0;1;0;295;295;325;1,5;1,5;0;1,5;6;0;1
2695;1;1;1;0;0;10;1;0;1;3;7;4;2;6,15;7,15;8,65;0;1;0;0;0;1;1;0;0;720;835;760;0,5;2;1;0,65;1,65;8,15;1
2696;0;1;0;0;1;112,5;1;0;1;5;6;3;2;6,35;8,85;8,85;0;0;0;0;0;1;0;0;0;440;530;510;2;2;0;2;1;1;1
2697;0;2;0;0;0;40;0;1;0;5;4;3;4;3,03333;5,03333;5,53333;0;0;0;1;0;0;0;0;0;495;495;385;1,5;2;1;2;3,5;3,5;1
2698;0;3;0;0;0;50;0;1;0;5;7;1;5;1,43333;3,43333;3,43333;0;0;1;0;0;1;0;0;1;370;285;390;1,5;1,5;1;0,433333333333333;8,06666666666667;0,566666666666667;2
2699;1;1;0;0;1;80;0;0;1;3;6;6;3;5,3;7,8;6,8;0;0;1;1;0;0;0;0;0;750;930;930;2;1;1;13,8;11,3;12,3;1
2700;0;2;1;0;0;70;1;1;0;3;2;1;2;1,36667;3,86667;2,86667;1;0;0;0;0;0;0;0;1;130;130;165;2;1;1;0,5;0,5;0,5;1
2701;0;1;0;0;1;20;1;0;0;4;11;6;1;1,93333;3,93333;3,43333;0;0;0;0;0;0;1;0;0;175;130;135;1,5;1;1;8,5;4;7;2
2702;0;3;0;1;0;137,5;0;1;0;5;8;2;6;4,61667;5,61667;5,61667;0;0;1;1;0;0;0;0;0;590;730;590;0,5;0,5;0;0,383333333333333;5,61666666666667;0,383333333333333;1
2703;0;2;0;0;0;20;1;1;0;4;5;4;2;5,43333;6,43333;7,93333;1;0;0;0;0;0;0;0;0;500;705;530;0,5;2;1;4,43333333333333;3,43333333333333;1,93333333333333;1
2704;0;1;0;0;0;350;1;1;0;7;2;6;4;0,916667;1,91667;3,41667;0;0;1;1;0;0;0;0;1;110;85;90;0,5;2;0;1,91666666666667;1,41666666666667;4,41666666666667;1
2705;0;1;0;0;1;40;0;0;0;7;4;8;5;4,53333;7,03333;5,53333;0;0;1;0;0;0;0;1;0;400;285;400;2;0,5;1;6,5;10,5;11,5;2
2707;1;1;1;0;0;112,5;0;1;0;2;5;7;4;5,35;6,85;7,35;0;1;0;0;0;0;0;0;1;480;455;455;1;1,5;0;5;0,5;3,5;3
2708;1;2;0;0;1;60;0;1;0;3;3;4;6;2,68333;4,18333;5,18333;0;1;0;1;0;0;1;0;0;225;195;205;1;2;1;5,5;0,5;4;2
2709;0;1;1;0;0;70;1;1;0;6;2;3;6;2,75;3,75;4,25;0;0;0;0;0;1;0;0;1;535;640;455;0,5;1;1;1,75;1,25;2,25;3
2710;0;1;1;0;0;92,5;1;0;1;5;1;6;7;5,35;7,85;7,35;1;0;0;0;0;0;0;0;0;385;405;365;2;1,5;1;6,25;6,25;7,75;1
2711;0;2;1;0;0;40;0;0;1;8;2;2;4;4,08333;6,08333;6,08333;0;0;0;0;0;0;0;1;0;440;570;620;1,5;1,5;1;1;1;7;1
2712;0;2;1;0;0;50;0;0;0;2;7;4;6;5,45;6,95;7,45;0;0;0;1;0;0;0;0;0;425;485;465;1;1,5;1;8,2;15,7;11,7;2
2713;0;2;1;0;0;187,5;1;0;1;2;1;7;2;4,86667;6,86667;6,36667;0;0;1;0;0;1;0;0;0;380;380;505;1,5;1;0;0,5;2,5;0,5;1
2714;0;1;1;0;0;70;1;1;0;4;2;5;6;3,61667;5,11667;5,61667;0;1;0;0;0;0;0;0;1;355;325;280;1;1,5;1;1,11666666666667;0,383333333333333;3,11666666666667;3
2715;0;1;1;0;0;50;1;0;0;10;7;1;7;2,98333;5,48333;5,48333;1;0;0;1;0;0;0;1;0;850;710;675;2;2;1;2,51666666666667;1,98333333333333;1,01666666666667;3
2716;1;2;1;0;0;162,5;0;0;0;4;6;1;2;1,81667;3,31667;3,81667;0;0;1;0;1;0;1;0;0;345;330;345;1;1,5;0;1,18333333333333;7,81666666666667;3,81666666666667;1
2717;1;1;0;0;1;112,5;1;0;1;4;5;4;2;4,83333;5,83333;7,33333;1;0;0;0;0;0;0;0;0;365;510;385;0,5;2;0;2,08333333333333;1,08333333333333;0,416666666666667;1
2718;1;1;0;0;0;60;1;0;0;5;5;6;11;1,75;2,75;3,25;0;0;0;0;0;1;0;0;1;240;255;325;0,5;1;1;8,5;3,5;1;1
2719;0;2;1;0;0;137,5;1;1;0;7;4;1;3;1,75;4,25;2,75;0;0;0;0;0;1;0;0;1;375;450;395;2;0,5;0;4;5,5;2;1
2721;0;2;1;0;0;70;1;0;0;4;6;1;2;2,91667;4,41667;4,91667;0;0;1;0;1;0;1;0;0;550;525;550;1;1,5;1;0,0833333333333333;6,41666666666667;3,91666666666667;1
2722;1;5;1;0;0;60;1;1;0;1;7;5;2;2,75;4,75;4,75;1;0;0;0;1;0;0;0;0;375;265;375;1,5;1,5;1;4,25;1,25;0,25;1
2723;0;3;0;0;1;112,5;1;0;1;9;7;10;4;5,11667;6,61667;6,11667;0;0;1;0;0;1;0;0;0;460;460;510;1;0,5;0;5,11666666666667;3,61666666666667;5,11666666666667;1
2724;0;2;1;0;0;80;0;1;0;6;8;3;6;2,08333;4,58333;4,08333;1;0;0;0;0;0;0;0;0;505;480;460;2;1,5;1;2,5;1;11,5;2
2725;0;1;1;0;0;60;0;0;1;1;6;2;3;4,98333;6,48333;5,98333;0;0;0;0;0;0;1;0;0;415;305;415;1;0,5;1;2,01666666666667;2,48333333333333;3,98333333333333;2
2726;0;1;1;0;0;187,5;1;1;0;6;3;6;5;1,25;2,25;2,25;1;0;0;0;0;0;0;0;1;135;130;135;0,5;0,5;0;2,5;1;7;1
2728;1;1;1;0;0;162,5;0;1;0;10;7;11;4;5,56667;8,06667;8,06667;0;1;0;0;1;0;0;0;1;395;415;455;2;2;0;0,0666666666666667;7,06666666666667;4,06666666666667;1
2729;0;3;1;0;0;112,5;0;1;0;7;3;3;8;1,73333;3,73333;3,23333;0;0;1;0;0;1;0;0;0;265;280;255;1,5;1;0;4,26666666666667;0,766666666666667;2,76666666666667;1
2730;0;1;0;1;0;112,5;1;1;0;4;11;6;1;5,06667;7,06667;6,56667;0;0;0;0;0;0;1;0;0;240;175;185;1,5;1;0;6,93333333333333;0,433333333333333;3,93333333333333;1
2731;0;2;0;1;0;92,5;0;0;0;3;5;3;5;4,3;5,3;6,8;0;0;1;1;0;0;0;0;1;180;225;190;0,5;2;1;4,5;12;12;1
2732;1;1;1;0;0;187,5;0;1;0;6;5;1;7;2,36667;3,86667;3,36667;0;0;1;0;0;1;0;0;0;260;275;300;1;0,5;0;2,86666666666667;9,36666666666667;6,86666666666667;1
2733;0;2;0;1;0;162,5;1;1;0;4;2;6;3;6,35;8,85;7,85;0;0;0;0;1;0;1;0;0;695;925;770;2;1;0;1;2;4;3
2735;0;1;1;0;0;112,5;0;1;0;7;1;2;5;1,96667;3,96667;3,46667;1;0;0;0;1;0;0;0;1;370;315;405;1,5;1;0;9;7,5;9;2
2736;0;1;0;0;0;50;1;1;0;6;1;1;11;2,43333;3,43333;3,43333;0;0;1;1;0;0;0;0;0;630;725;725;0,5;0,5;1;7,43333333333333;6,93333333333333;9,93333333333333;1
2737;1;4;1;0;0;50;1;1;0;6;2;7;1;5;6;6,5;0;0;1;0;0;0;0;1;0;415;295;345;0,5;1;1;1,5;1,5;0;2
2738;0;2;1;0;0;40;0;1;0;6;8;7;5;5,06667;7,56667;7,06667;0;1;0;0;0;1;1;0;0;455;475;495;2;1,5;1;0,0666666666666667;4,06666666666667;2,06666666666667;1
2739;0;4;1;0;0;112,5;0;0;1;4;5;4;2;5,86667;6,86667;8,36667;1;0;0;0;0;0;0;0;0;510;715;540;0,5;2;0;6,86666666666667;4,86666666666667;1,86666666666667;1
2740;0;1;0;0;1;112,5;0;1;0;1;4;2;6;1,95;2,95;2,95;0;0;0;0;1;0;1;0;0;515;685;685;0,5;0,5;0;5,95;2,45;5,45;1
2741;0;2;1;0;0;112,5;1;0;0;2;7;4;6;4,88333;7,38333;6,38333;1;0;0;0;0;0;0;0;1;410;410;360;2;1;0;0,5;0,5;2;3
2742;0;2;1;0;0;162,5;1;1;0;7;2;6;4;1,56667;2,56667;4,06667;0;0;1;1;0;0;0;0;1;205;160;170;0,5;2;0;7,06666666666667;6,56666666666667;9,56666666666667;1
2744;1;1;1;0;0;350;0;1;0;2;4;6;2;2,05;3,55;4,55;0;0;0;0;0;0;0;1;0;445;575;525;1;2;0;1;1;1;1
2745;1;2;0;1;0;30;1;0;0;1;11;3;4;5,1;6,1;6,1;0;1;0;0;0;1;0;1;0;350;385;350;0,5;0,5;1;8,6;13,6;10,6;2
2746;0;1;1;0;0;50;1;1;0;11;3;1;11;5,8;7,8;8,3;1;0;0;0;0;1;0;1;0;400;490;490;1,5;2;1;6;3;1,5;1
2747;0;1;0;0;0;50;0;1;0;3;7;4;2;1,93333;3,93333;2,93333;0;0;1;0;1;0;0;1;0;170;155;145;1,5;0,5;1;1,56666666666667;1,93333333333333;9,56666666666667;1
2748;0;1;0;0;0;30;0;1;0;4;2;5;6;4,93333;6,43333;6,93333;0;1;0;0;0;0;0;0;1;380;345;300;1;1,5;1;9;12;9;2
2749;0;1;1;0;0;350;1;0;1;1;1;8;6;5;6,5;6,5;0;1;0;0;0;0;0;0;0;495;430;520;1;1;0;12;14;14;1
2752;1;2;0;0;1;350;0;1;0;4;4;1;4;1,9;3,9;3,4;0;1;0;1;0;0;0;1;0;255;230;265;1,5;1;0;11,9;4,9;2,9;2
2753;0;1;1;0;0;40;1;0;1;6;5;1;7;2,51667;5,01667;5,01667;0;1;0;0;1;0;0;0;1;320;240;250;2;2;1;2,01666666666667;4,51666666666667;3,01666666666667;1
2756;0;1;0;1;0;70;1;0;1;2;1;3;9;5,35;7,35;6,85;0;0;0;0;0;0;1;0;0;435;435;480;1,5;1;1;5;5;0,5;1
2757;0;2;1;0;0;80;0;1;0;1;6;2;3;5,3;7,8;7,8;1;0;0;1;0;0;0;1;0;930;975;885;2;2;1;13;11;13;3
2758;1;1;1;0;0;50;1;1;0;7;7;3;7;2,75;5,25;4,25;0;0;1;1;0;0;0;0;0;535;615;480;2;1;1;0,75;2,25;1,75;1
2759;0;1;0;1;0;92,5;0;1;0;2;7;2;1;2,05;4,55;3,55;0;1;0;0;0;1;0;1;0;350;350;270;2;1;1;4,55;4,05;9,05;3
2760;0;2;1;0;0;60;1;0;1;1;6;2;3;1,6;3,1;2,6;0;0;0;0;0;0;1;0;0;140;105;140;1;0,5;1;1,9;4,1;6,6;2
2761;0;1;1;0;0;70;1;0;1;7;2;6;4;6,16667;8,16667;7,16667;0;1;0;0;0;0;0;0;0;755;755;610;1,5;0,5;1;2,83333333333333;0,833333333333333;2,83333333333333;1
2762;0;3;1;0;0;92,5;0;0;1;5;5;5;2;5,5;6,5;7;0;0;1;0;0;0;0;1;0;555;505;505;0,5;1;1;2,5;0,5;2,5;1
2765;1;1;1;0;0;10;1;1;0;5;1;6;7;1,73333;3,23333;3,23333;0;0;0;1;0;0;0;0;1;275;220;275;1;1;1;9,73333333333333;5,23333333333333;2,23333333333333;1
2766;0;2;0;0;0;20;1;0;0;5;6;3;2;5,3;7,8;7,8;0;0;0;0;0;1;0;0;0;420;510;490;2;2;1;1;4;4;1
2767;0;2;1;0;0;162,5;0;0;1;11;3;1;11;1,96667;3,96667;4,46667;1;0;0;0;0;1;0;1;0;170;210;210;1,5;2;0;0,533333333333333;10,4666666666667;9,46666666666667;1
2768;0;1;1;0;0;92,5;1;1;0;4;1;2;7;1,25;2,75;3,75;0;1;0;1;0;0;1;0;0;135;160;115;1;2;1;6,5;0,5;3,5;1
2769;0;2;1;0;0;70;1;0;0;8;3;8;2;1,93333;2,93333;2,93333;0;0;1;1;0;0;0;0;0;345;285;270;0,5;0,5;1;8;0,5;3,5;2
2771;0;2;1;0;0;30;1;1;0;1;3;5;4;2,36667;4,86667;4,36667;1;0;0;0;0;0;0;0;0;265;370;355;2;1,5;1;0;1;2;1
2772;1;1;0;1;0;92,5;0;1;0;4;4;8;7;2,5;3,5;4,5;0;0;0;0;0;1;0;0;0;125;140;165;0,5;1,5;1;0,5;5,5;3,5;2
2773;1;1;1;0;0;137,5;0;0;1;4;10;6;7;2,05;3,05;4,05;1;0;0;1;0;0;0;1;0;550;575;630;0,5;1,5;0;4;1;3;1
2776;0;2;1;0;0;137,5;1;0;0;4;2;5;7;6,16667;8,66667;7,66667;0;0;1;1;0;0;0;0;0;680;605;605;2;1;0;3;3;2;1
2777;0;2;0;0;1;50;1;1;0;7;6;10;1;5,61667;7,61667;6,61667;0;0;1;0;1;0;0;1;0;200;280;270;1,5;0,5;1;4;4;2,5;1
2778;0;1;1;0;0;70;1;0;0;6;1;1;10;4,35;6,35;6,85;0;1;0;0;0;0;0;0;1;285;380;315;1,5;2;1;1,35;3,35;0,65;1
2779;0;1;0;1;0;60;0;1;0;1;2;3;2;1,96667;4,46667;4,46667;0;0;1;0;0;0;1;0;0;245;210;270;2;2;1;3,03333333333333;6,53333333333333;8,03333333333333;1
2780;0;1;1;0;0;162,5;0;0;0;6;2;3;6;1,25;2,25;2,75;0;0;0;0;0;1;0;0;1;325;390;275;0,5;1;0;5,5;11,5;7;3
2781;0;2;1;0;0;80;1;0;1;5;5;5;2;5,35;6,35;6,85;0;0;1;0;0;0;0;1;0;570;515;515;0,5;1;1;2;2,5;2;1
2782;0;2;1;0;0;60;0;1;0;3;2;11;9;2,51667;4,01667;4,51667;0;0;1;0;1;0;1;0;0;515;515;540;1;1,5;1;1,01666666666667;1,01666666666667;7,51666666666667;1
2783;0;1;1;0;0;92,5;1;1;0;5;4;3;4;5,63333;7,63333;8,13333;0;0;0;1;0;0;0;0;0;930;930;720;1,5;2;1;1;0;0;1
2785;0;1;1;0;0;40;0;0;0;4;6;1;2;2,75;5,25;4,25;0;1;0;0;0;1;0;1;0;280;315;360;2;1;1;8,5;14,5;13,5;1
2786;1;2;0;0;1;92,5;0;1;0;6;5;1;7;4,08333;6,58333;6,58333;0;1;0;0;1;0;0;0;1;280;210;220;2;2;1;3,58333333333333;6,08333333333333;4,58333333333333;3
2787;0;3;1;0;0;50;0;0;0;7;7;3;7;4,88333;6,38333;6,88333;0;1;0;0;0;0;0;0;1;240;320;320;1;1,5;1;1;5,5;2,5;1
2788;1;5;0;1;0;92,5;0;1;0;5;6;3;2;5,06667;6,56667;6,06667;1;0;0;0;1;0;0;0;1;495;495;435;1;0,5;1;7,51666666666667;10,5166666666667;10,5166666666667;1
2789;0;2;1;0;0;112,5;1;0;1;2;4;6;2;2,71667;4,21667;5,21667;0;0;0;0;0;0;0;1;0;345;450;405;1;2;0;1;1;1;1
2790;1;1;1;0;0;80;1;0;1;1;7;5;2;4,98333;5,98333;6,48333;0;0;0;0;0;1;0;0;1;445;515;420;0,5;1;1;4,5;1,5;6;2
2791;1;1;0;0;1;137,5;0;0;1;4;6;1;2;2,3;3,8;4,3;0;0;1;0;1;0;1;0;0;400;380;400;1;1,5;0;0,3;6,8;4,3;1
2792;1;1;1;0;0;350;0;0;1;7;9;5;8;2,28333;4,78333;3,28333;1;0;0;1;0;0;1;0;0;345;300;260;2;0,5;0;7,28333333333333;2,78333333333333;6,28333333333333;1
2793;0;2;0;1;0;112,5;1;0;0;6;1;8;2;2,85;4,85;5,35;1;0;0;0;0;1;0;1;0;265;235;235;1,5;2;0;9,5;2;5;2
2794;0;5;1;0;0;92,5;0;1;0;4;5;4;2;4,08333;6,08333;5,08333;0;0;0;1;0;0;0;0;1;215;225;235;1,5;0,5;1;1,5;1,5;3;1
2795;0;1;0;0;0;40;1;1;0;2;5;7;4;5,71667;8,21667;7,21667;0;0;1;1;0;0;0;0;0;1055;870;1055;2;1;1;6,5;3,5;0,5;2
2796;1;4;1;0;0;50;0;1;0;5;3;8;6;3,68333;6,18333;5,68333;0;0;0;0;1;0;0;1;0;355;335;415;2;1,5;1;0,316666666666667;2,18333333333333;0,683333333333333;1
2797;1;1;0;1;0;112,5;1;0;0;6;6;2;4;1,93333;3,93333;3,93333;0;0;1;0;0;1;0;0;1;255;270;245;1,5;1,5;0;3,43333333333333;6,93333333333333;14,4333333333333;1
2798;1;2;0;0;1;50;1;0;0;3;2;1;2;3,33333;5,83333;4,83333;1;0;0;0;0;0;0;0;1;215;215;275;2;1;1;2,83333333333333;5,33333333333333;4,33333333333333;1
2799;0;1;1;0;0;92,5;1;1;0;2;6;6;4;1,18333;2,18333;3,68333;0;0;0;0;1;0;0;1;0;160;155;120;0,5;2;1;9,75;12,75;12,75;1
2800;0;1;1;0;0;50;0;1;0;5;5;6;11;2,83333;3,83333;4,33333;0;0;0;0;0;1;0;0;1;315;335;425;0,5;1;1;6,83333333333333;3,83333333333333;2,33333333333333;1
2801;0;2;1;0;0;92,5;0;1;0;5;2;4;5;1,01667;2,51667;2,01667;0;0;0;0;0;0;1;0;0;90;95;85;1;0,5;1;2;3,5;6,5;1
2802;0;3;0;0;0;50;0;1;0;1;5;11;3;4,91667;6,91667;6,91667;0;0;1;0;0;1;0;0;1;485;425;365;1,5;1,5;1;2,75;0,25;5,75;3
2803;0;1;1;0;0;50;0;1;0;6;7;5;6;1;3,5;3,5;0;0;1;0;0;0;1;0;0;215;195;205;2;2;1;0;6;6;1
2804;0;5;1;0;0;70;1;1;0;11;3;9;2;1,83333;3,83333;4,33333;0;1;0;0;0;0;0;0;1;140;130;155;1,5;2;1;2,75;1,25;1,75;2
2806;1;1;1;0;0;80;0;1;0;9;1;5;3;1,53333;3,53333;4,03333;0;0;0;1;0;0;0;0;0;490;560;420;1,5;2;1;4,5;13,5;12;1
2807;1;1;1;0;0;60;0;1;0;7;2;6;4;3,48333;4,48333;5,98333;0;0;1;1;0;0;0;0;1;450;350;370;0,5;2;1;4;3;4;1
2808;0;1;0;1;0;92,5;0;0;1;7;7;3;7;4,08333;6,58333;5,58333;0;0;1;1;0;0;0;0;0;690;795;625;2;1;1;5;4;1;3
2810;0;1;1;0;0;92,5;1;0;1;1;1;1;3;3,68333;6,18333;5,68333;0;0;0;0;1;0;0;1;0;415;415;335;2;1,5;1;3;4;0;3
2811;0;1;1;0;0;80;1;1;0;1;2;7;11;1,91667;4,41667;4,41667;0;0;0;0;0;1;0;0;0;145;160;160;2;2;1;3,58333333333333;1,91666666666667;1,91666666666667;1
2812;0;1;1;0;0;80;0;0;1;8;5;5;6;1,35;3,85;3,85;0;0;0;0;0;1;0;0;0;110;95;110;2;2;1;2;11;12,5;1
2813;0;2;1;0;0;50;1;0;1;4;4;1;4;5,35;7,35;6,85;0;1;0;1;0;0;0;1;0;625;570;650;1,5;1;1;10;1;0,5;2
2814;1;3;1;0;0;50;0;0;1;6;4;4;11;1,93333;3,43333;3,43333;1;0;0;0;0;1;1;0;0;245;285;340;1;1;1;5,5;2;2;1
2816;0;1;0;0;0;20;1;0;1;1;6;4;5;3,93333;5,43333;4,93333;0;0;1;0;0;1;0;0;0;405;440;350;1;0,5;1;9;12;6;3
2817;0;1;1;0;0;20;1;1;0;5;8;4;1;5,3;6,3;6,3;0;0;0;0;1;0;1;0;0;775;735;735;0,5;0,5;1;1,3;0,7;1,3;3
2818;0;5;1;0;0;40;0;1;0;6;2;3;6;0,833333;1,83333;2,33333;0;0;0;0;0;1;0;0;1;190;225;160;0,5;1;1;5;1;3,5;2
2819;0;3;1;0;0;70;1;0;1;8;4;7;5;5,36667;6,86667;6,86667;0;0;0;1;0;0;0;0;1;480;555;505;1;1;1;4,63333333333333;0,866666666666667;1,13333333333333;1
2820;0;1;1;0;0;30;0;1;0;8;3;1;10;5,86667;6,86667;6,86667;0;0;0;0;1;0;1;0;0;655;540;655;0,5;0,5;1;9;12;9;2
2822;0;1;0;0;0;40;1;0;0;9;1;6;5;2,05;4,05;4,55;0;0;1;0;1;0;1;0;0;445;445;575;1,5;2;1;3,75;2,75;6,75;1
2823;1;1;1;0;0;162,5;0;0;1;3;5;7;3;2,28333;4,28333;3,28333;1;0;0;0;0;1;1;0;0;475;520;450;1,5;0,5;0;4,28333333333333;5,28333333333333;3,28333333333333;1
2824;1;1;1;0;0;350;0;0;1;10;6;3;6;5,35;7,35;7,35;0;1;0;1;0;0;1;0;0;520;550;550;1,5;1,5;0;6;3;1,5;3
2825;0;2;1;0;0;187,5;1;1;0;9;11;2;4;4,38333;6,88333;6,38333;0;0;0;0;1;0;0;1;0;540;520;520;2;1,5;0;8,88333333333333;11,3833333333333;10,8833333333333;1
2827;1;1;0;1;0;162,5;1;1;0;3;6;6;3;5,8;8,3;7,3;0;0;1;1;0;0;0;0;0;585;720;720;2;1;0;3,5;11;8;1
2828;0;2;1;0;0;92,5;0;0;1;2;2;1;6;4,86667;6,86667;5,86667;0;0;1;0;1;0;0;1;0;300;315;285;1,5;0,5;1;2,86666666666667;3,36666666666667;6,86666666666667;1
2830;1;1;0;1;0;187,5;0;0;1;6;6;2;4;2,38333;4,38333;4,38333;0;0;1;0;0;1;0;0;1;280;295;265;1,5;1,5;0;9;7,5;0;3
2831;0;2;1;0;0;80;0;1;0;4;3;3;1;5,46667;6,96667;7,96667;0;0;0;0;0;0;0;1;0;390;390;375;1;2;1;1,53333333333333;2,96666666666667;6,96666666666667;3
2836;0;2;1;0;0;40;1;1;0;1;4;2;6;0,966667;2,96667;3,46667;1;0;0;0;0;1;0;1;0;140;160;125;1,5;2;1;0;3;6;3
2838;0;1;1;0;0;40;1;1;0;4;6;1;2;2,23333;3,73333;4,23333;0;0;1;0;1;0;1;0;0;455;435;455;1;1,5;1;9,01666666666667;16,5166666666667;12,0166666666667;1
2839;0;4;0;1;0;162,5;0;0;1;11;5;6;1;5,33333;6,83333;6,33333;0;1;0;1;0;0;0;1;0;540;650;540;1;0,5;0;2,91666666666667;4,58333333333333;0,416666666666667;3
2840;0;1;1;0;0;60;1;0;1;6;3;6;5;2,85;3,85;3,85;1;0;0;0;0;0;0;0;1;275;265;275;0,5;0,5;1;0,35;0,15;5,85;1
2842;0;2;1;0;0;30;1;0;1;4;10;5;1;3,15;4,15;5,15;0;1;0;0;1;0;0;0;1;225;300;275;0,5;1,5;1;3;6;3;1
2843;0;2;0;1;0;350;0;1;0;5;1;6;7;6,16667;8,66667;8,16667;1;0;0;0;0;0;0;0;0;570;600;540;2;1,5;0;1;1;2;1
2844;0;5;0;0;0;30;1;0;0;11;2;4;7;2,66667;3,66667;4,16667;0;1;0;0;1;0;0;0;0;295;310;285;0,5;1;1;7,83333333333333;2,33333333333333;2,66666666666667;3
2845;0;2;1;0;0;112,5;0;1;0;5;7;1;5;5,35;6,35;6,85;0;1;0;0;1;0;0;0;0;250;320;290;0,5;1;0;5,5;8,5;2,5;3
2846;1;1;1;0;0;20;0;1;0;2;2;1;6;4,26667;6,26667;5,26667;0;0;1;0;1;0;0;1;0;180;190;170;1,5;0,5;1;3;4;1;3
2847;0;1;0;0;1;112,5;1;0;1;2;1;3;9;5,33333;7,33333;6,83333;0;0;0;0;0;0;1;0;0;485;485;535;1,5;1;0;3;3;6;1
2848;0;1;1;0;0;30;1;1;0;6;5;11;4;5,41667;6,91667;6,41667;0;0;0;0;0;0;1;0;0;225;305;280;1;0,5;1;11,4166666666667;14,9166666666667;8,41666666666667;1
2849;1;1;1;0;0;92,5;1;0;1;3;3;4;6;5,76667;7,26667;8,26667;0;1;0;1;0;0;1;0;0;495;430;450;1;2;1;0,233333333333333;4,73333333333333;0,766666666666667;3
2852;1;1;1;0;0;40;1;0;1;3;5;7;3;4,98333;6,98333;5,98333;1;0;0;0;0;1;1;0;0;595;655;570;1,5;0,5;1;0;1;2;1
2853;0;1;1;0;0;60;1;0;1;7;6;10;1;2,08333;4,08333;3,08333;0;0;1;0;1;0;0;1;0;240;340;325;1,5;0,5;1;6;6;7;2
2854;1;1;0;0;1;162,5;0;1;0;2;1;3;8;5,88333;6,88333;7,88333;1;0;0;1;0;0;0;1;0;915;760;835;0,5;1,5;0;10,3833333333333;6,88333333333333;16,8833333333333;2
2855;0;2;0;1;0;350;0;1;0;2;11;1;3;1,43333;2,93333;3,93333;0;1;0;1;0;0;1;0;0;315;335;430;1;2;0;4;2;6,5;1
2856;0;1;1;0;0;92,5;1;0;1;2;11;8;5;3,33333;4,83333;5,83333;1;0;0;0;1;0;0;0;0;200;180;180;1;2;1;0,333333333333333;6,33333333333333;4,33333333333333;1
2858;1;1;0;1;0;137,5;1;0;1;6;5;1;7;2,48333;4,98333;4,98333;0;1;0;0;1;0;0;0;1;460;340;360;2;2;0;4,01666666666667;1,51666666666667;3,01666666666667;2
2859;0;1;1;0;0;80;1;0;1;1;7;6;10;6,35;7,35;7,85;0;0;1;0;0;0;0;1;0;755;965;925;0,5;1;1;7,5;4,5;6,5;1
2860;1;5;0;1;0;112,5;0;0;1;4;7;7;3;2,58333;3,58333;5,08333;0;0;1;1;0;0;0;0;1;225;265;315;0,5;2;0;3,41666666666667;3,41666666666667;1,91666666666667;1
